level,date,fully_qualified_classname,change_type
10,2011-02-09 00:00:00,android.test.mock.MockPackageManager,3
10,2011-02-09 00:00:00,android.speech.RecognizerResultsIntent,1
10,2011-02-09 00:00:00,android.graphics.BitmapFactory.Options,3
10,2011-02-09 00:00:00,android.nfc.NfcAdapter,3
10,2011-02-09 00:00:00,android.media.MediaRecorder.OutputFormat,3
10,2011-02-09 00:00:00,android.os.Build.VERSION_CODES,3
10,2011-02-09 00:00:00,android.bluetooth.BluetoothAdapter,3
10,2011-02-09 00:00:00,android.nfc.Tag,1
10,2011-02-09 00:00:00,android.graphics.BitmapRegionDecoder,1
10,2011-02-09 00:00:00,android.media.MediaMetadataRetriever,1
10,2011-02-09 00:00:00,android.bluetooth.BluetoothDevice,3
10,2011-02-09 00:00:00,android.media.MediaRecorder.AudioEncoder,3
10,2011-02-09 00:00:00,android.nfc.NfcManager,1
10,2011-02-09 00:00:00,android.content.Context,3
10,2011-02-09 00:00:00,android.nfc.TagLostException,1
11,2011-02-22 00:00:00,android.provider.ContactsContract.Contacts.AggregationSuggestions,3
11,2011-02-22 00:00:00,android.content.AsyncTaskLoader,1
11,2011-02-22 00:00:00,android.content.ClipboardManager,1
11,2011-02-22 00:00:00,android.app.DownloadManager.Request,3
11,2011-02-22 00:00:00,android.text.ClipboardManager,3
11,2011-02-22 00:00:00,android.widget.RemoteViews,3
11,2011-02-22 00:00:00,android.app.PendingIntent,3
11,2011-02-22 00:00:00,java.util.Deque,3
11,2011-02-22 00:00:00,android.database.sqlite.SQLiteDatabaseLockedException,1
11,2011-02-22 00:00:00,android.provider.ContactsContract.Contacts.Photo,3
11,2011-02-22 00:00:00,android.content.pm.ApplicationInfo,3
11,2011-02-22 00:00:00,android.content.ContentProviderClient,3
11,2011-02-22 00:00:00,android.content.SyncInfo,3
11,2011-02-22 00:00:00,android.os.BatteryManager,3
11,2011-02-22 00:00:00,android.preference.PreferenceFragment.OnPreferenceStartFragmentCallback,1
11,2011-02-22 00:00:00,android.content.ContentProvider,3
11,2011-02-22 00:00:00,android.content.SharedPreferences.Editor,3
11,2011-02-22 00:00:00,java.util.NavigableSet,3
11,2011-02-22 00:00:00,android.widget.TextView,3
11,2011-02-22 00:00:00,android.content.ContextWrapper,3
11,2011-02-22 00:00:00,android.content.ClipboardManager.OnPrimaryClipChangedListener,1
11,2011-02-22 00:00:00,android.preference.PreferenceActivity.Header,1
11,2011-02-22 00:00:00,android.widget.ArrayAdapter,3
11,2011-02-22 00:00:00,android.app.Activity,3
11,2011-02-22 00:00:00,android.view.DragEvent,1
11,2011-02-22 00:00:00,android.appwidget.AppWidgetProviderInfo,3
11,2011-02-22 00:00:00,android.provider.ContactsContract.CommonDataKinds.Email,3
11,2011-02-22 00:00:00,android.text.InputType,3
11,2011-02-22 00:00:00,android.provider.ContactsContract.DisplayNameSources,1
11,2011-02-22 00:00:00,android.app.Fragment.InstantiationException,1
11,2011-02-22 00:00:00,android.hardware.Camera.Parameters,3
11,2011-02-22 00:00:00,java.util.Locale,3
11,2011-02-22 00:00:00,android.R.layout,3
11,2011-02-22 00:00:00,android.preference.PreferenceActivity,3
11,2011-02-22 00:00:00,android.provider.ContactsContract.ContactsColumns,3
11,2011-02-22 00:00:00,android.R.style,3
11,2011-02-22 00:00:00,android.content.Context,3
11,2011-02-22 00:00:00,android.app.FragmentBreadCrumbs,1
11,2011-02-22 00:00:00,android.view.inputmethod.InputMethodSubtype,1
11,2011-02-22 00:00:00,android.R.interpolator,1
11,2011-02-22 00:00:00,android.graphics.BitmapFactory.Options,3
11,2011-02-22 00:00:00,android.view.inputmethod.InputConnection,3
11,2011-02-22 00:00:00,android.graphics.SurfaceTexture,1
11,2011-02-22 00:00:00,android.content.AbstractThreadedSyncAdapter,3
11,2011-02-22 00:00:00,android.app.ActivityManager.RecentTaskInfo,3
11,2011-02-22 00:00:00,android.bluetooth.BluetoothAdapter,3
11,2011-02-22 00:00:00,android.util.StateSet,3
11,2011-02-22 00:00:00,android.widget.SimpleCursorAdapter,3
11,2011-02-22 00:00:00,android.widget.AbsListView.MultiChoiceModeListener,1
11,2011-02-22 00:00:00,android.view.ScaleGestureDetector,3
11,2011-02-22 00:00:00,android.bluetooth.BluetoothProfile.ServiceListener,1
11,2011-02-22 00:00:00,android.database.CursorWindow,3
11,2011-02-22 00:00:00,android.content.pm.ComponentInfo,3
11,2011-02-22 00:00:00,android.view.View.OnLayoutChangeListener,1
11,2011-02-22 00:00:00,android.net.Uri,3
11,2011-02-22 00:00:00,android.preference.MultiSelectListPreference,1
11,2011-02-22 00:00:00,android.app.FragmentManager.OnBackStackChangedListener,1
11,2011-02-22 00:00:00,android.app.DownloadManager,3
11,2011-02-22 00:00:00,android.widget.LinearLayout,3
11,2011-02-22 00:00:00,android.content.pm.PackageStats,3
11,2011-02-22 00:00:00,android.provider.ContactsContract.DataColumnsWithJoins,3
11,2011-02-22 00:00:00,android.widget.TabWidget,3
11,2011-02-22 00:00:00,android.webkit.WebResourceResponse,1
11,2011-02-22 00:00:00,java.lang.Character.UnicodeBlock,3
11,2011-02-22 00:00:00,android.provider.Settings.System,3
11,2011-02-22 00:00:00,android.R.string,3
11,2011-02-22 00:00:00,android.os.StrictMode.VmPolicy.Builder,3
11,2011-02-22 00:00:00,android.database.DatabaseErrorHandler,1
11,2011-02-22 00:00:00,java.util.ResourceBundle.Control,3
11,2011-02-22 00:00:00,android.bluetooth.BluetoothProfile,1
11,2011-02-22 00:00:00,android.database.sqlite.SQLiteQueryBuilder,3
11,2011-02-22 00:00:00,android.view.View.OnSystemUiVisibilityChangeListener,1
11,2011-02-22 00:00:00,android.database.sqlite.SQLiteOutOfMemoryException,1
11,2011-02-22 00:00:00,android.hardware.Camera,3
11,2011-02-22 00:00:00,android.appwidget.AppWidgetManager,3
11,2011-02-22 00:00:00,android.preference.Preference,3
11,2011-02-22 00:00:00,android.view.inputmethod.EditorInfo,3
11,2011-02-22 00:00:00,android.provider.ContactsContract.PhoneticNameStyle,1
11,2011-02-22 00:00:00,android.widget.GridView,3
11,2011-02-22 00:00:00,android.widget.ImageView,3
11,2011-02-22 00:00:00,android.provider.MediaStore.Audio.Genres,3
11,2011-02-22 00:00:00,android.os.Debug,3
11,2011-02-22 00:00:00,android.webkit.WebSettings,3
11,2011-02-22 00:00:00,android.widget.PopupWindow,3
11,2011-02-22 00:00:00,android.graphics.Canvas,3
11,2011-02-22 00:00:00,android.app.Fragment,1
11,2011-02-22 00:00:00,dalvik.bytecode.Opcodes,3
11,2011-02-22 00:00:00,android.app.LoaderManager,1
11,2011-02-22 00:00:00,android.widget.CalendarView.OnDateChangeListener,1
11,2011-02-22 00:00:00,android.database.sqlite.SQLiteStatement,3
11,2011-02-22 00:00:00,android.os.StrictMode,3
11,2011-02-22 00:00:00,android.app.LoaderManager.LoaderCallbacks,1
11,2011-02-22 00:00:00,android.provider.ContactsContract.ContactStatusColumns,3
11,2011-02-22 00:00:00,android.view.WindowManager.LayoutParams,3
11,2011-02-22 00:00:00,android.content.Intent,3
11,2011-02-22 00:00:00,android.widget.NumberPicker.OnScrollListener,1
11,2011-02-22 00:00:00,java.util.ResourceBundle,3
11,2011-02-22 00:00:00,android.view.inputmethod.InputMethod,3
11,2011-02-22 00:00:00,android.widget.PopupMenu.OnMenuItemClickListener,1
11,2011-02-22 00:00:00,android.graphics.drawable.LayerDrawable,3
11,2011-02-22 00:00:00,android.view.Window.Callback,3
11,2011-02-22 00:00:00,android.widget.PopupMenu,1
11,2011-02-22 00:00:00,android.widget.SearchView.OnCloseListener,1
11,2011-02-22 00:00:00,android.provider.ContactsContract.StatusColumns,3
11,2011-02-22 00:00:00,android.database.sqlite.SQLiteDatatypeMismatchException,1
11,2011-02-22 00:00:00,android.media.AudioManager,3
11,2011-02-22 00:00:00,android.view.inputmethod.CorrectionInfo,1
11,2011-02-22 00:00:00,android.widget.ResourceCursorAdapter,3
11,2011-02-22 00:00:00,android.widget.AdapterViewAnimator,1
11,2011-02-22 00:00:00,android.view.ActionMode.Callback,1
11,2011-02-22 00:00:00,android.inputmethodservice.InputMethodService.Insets,3
11,2011-02-22 00:00:00,android.test.mock.MockPackageManager,3
11,2011-02-22 00:00:00,android.R.fraction,1
11,2011-02-22 00:00:00,android.test.mock.MockCursor,3
11,2011-02-22 00:00:00,dalvik.bytecode.OpcodeInfo,1
11,2011-02-22 00:00:00,android.provider.ContactsContract.CommonDataKinds.Relation,3
11,2011-02-22 00:00:00,android.widget.AdapterViewFlipper,1
11,2011-02-22 00:00:00,android.view.MenuItem,3
11,2011-02-22 00:00:00,android.widget.DatePicker,3
11,2011-02-22 00:00:00,android.webkit.CacheManager,3
11,2011-02-22 00:00:00,android.content.SharedPreferences,3
11,2011-02-22 00:00:00,android.os.AsyncTask,3
11,2011-02-22 00:00:00,android.provider.ContactsContract.RawContactsColumns,3
11,2011-02-22 00:00:00,android.util.JsonReader,1
11,2011-02-22 00:00:00,android.content.res.Configuration,3
11,2011-02-22 00:00:00,android.view.LayoutInflater.Factory2,1
11,2011-02-22 00:00:00,android.app.Notification.Builder,1
11,2011-02-22 00:00:00,android.view.ViewParent,3
11,2011-02-22 00:00:00,android.database.sqlite.SQLiteAccessPermException,1
11,2011-02-22 00:00:00,android.R.dimen,3
11,2011-02-22 00:00:00,android.webkit.CacheManager.CacheResult,3
11,2011-02-22 00:00:00,android.text.method.ScrollingMovementMethod,3
11,2011-02-22 00:00:00,android.database.sqlite.SQLiteCursor,3
11,2011-02-22 00:00:00,android.provider.Browser.SearchColumns,3
11,2011-02-22 00:00:00,android.preference.PreferenceFragment,1
11,2011-02-22 00:00:00,android.R.animator,1
11,2011-02-22 00:00:00,android.os.NetworkOnMainThreadException,1
11,2011-02-22 00:00:00,android.R.drawable,3
11,2011-02-22 00:00:00,android.provider.ContactsContract.DataColumns,3
11,2011-02-22 00:00:00,android.telephony.TelephonyManager,3
11,2011-02-22 00:00:00,android.view.View.DragShadowBuilder,1
11,2011-02-22 00:00:00,android.R.menu,1
11,2011-02-22 00:00:00,android.widget.SearchView.OnQueryTextListener,1
11,2011-02-22 00:00:00,android.content.Loader.ForceLoadContentObserver,1
11,2011-02-22 00:00:00,android.widget.Scroller,3
11,2011-02-22 00:00:00,android.R.attr,3
11,2011-02-22 00:00:00,android.provider.MediaStore.Files,1
11,2011-02-22 00:00:00,android.view.KeyCharacterMap.KeyData,3
11,2011-02-22 00:00:00,android.view.KeyEvent,3
11,2011-02-22 00:00:00,android.inputmethodservice.InputMethodService,3
11,2011-02-22 00:00:00,android.text.method.BaseMovementMethod,1
11,2011-02-22 00:00:00,android.opengl.GLSurfaceView,3
11,2011-02-22 00:00:00,android.widget.NumberPicker.OnValueChangeListener,1
11,2011-02-22 00:00:00,android.app.FragmentTransaction,1
11,2011-02-22 00:00:00,android.provider.ContactsContract.Intents.Insert,3
11,2011-02-22 00:00:00,android.content.Loader.OnLoadCompleteListener,1
11,2011-02-22 00:00:00,android.content.SyncAdapterType,3
11,2011-02-22 00:00:00,android.appwidget.AppWidgetHost,3
11,2011-02-22 00:00:00,android.util.JsonWriter,1
11,2011-02-22 00:00:00,android.app.ProgressDialog,3
11,2011-02-22 00:00:00,android.app.AlertDialog.Builder,3
11,2011-02-22 00:00:00,android.provider.ContactsContract.RawContacts,3
11,2011-02-22 00:00:00,android.app.admin.DeviceAdminInfo,3
11,2011-02-22 00:00:00,android.hardware.SensorManager,3
11,2011-02-22 00:00:00,android.graphics.drawable.Drawable,3
11,2011-02-22 00:00:00,android.app.ActionBar.Tab,1
11,2011-02-22 00:00:00,android.os.Environment,3
11,2011-02-22 00:00:00,android.widget.NumberPicker.Formatter,1
11,2011-02-22 00:00:00,android.view.MotionEvent,3
11,2011-02-22 00:00:00,android.app.ActionBar.OnNavigationListener,1
11,2011-02-22 00:00:00,android.app.admin.DevicePolicyManager,3
11,2011-02-22 00:00:00,android.view.inputmethod.InputConnectionWrapper,3
11,2011-02-22 00:00:00,android.net.Proxy,3
11,2011-02-22 00:00:00,android.database.CursorWrapper,3
11,2011-02-22 00:00:00,android.view.inputmethod.InputMethodInfo,3
11,2011-02-22 00:00:00,android.app.Dialog,3
11,2011-02-22 00:00:00,android.graphics.SurfaceTexture.OutOfResourcesException,1
11,2011-02-22 00:00:00,android.test.mock.MockContext,3
11,2011-02-22 00:00:00,android.app.ActionBar.TabListener,1
11,2011-02-22 00:00:00,android.widget.ListView,3
11,2011-02-22 00:00:00,android.test.LoaderTestCase,1
11,2011-02-22 00:00:00,android.widget.ListPopupWindow,1
11,2011-02-22 00:00:00,android.R.mipmap,1
11,2011-02-22 00:00:00,android.database.sqlite.SQLiteOpenHelper,3
11,2011-02-22 00:00:00,android.widget.CursorAdapter,3
11,2011-02-22 00:00:00,java.util.Queue,3
11,2011-02-22 00:00:00,android.widget.Spinner,3
11,2011-02-22 00:00:00,android.database.sqlite.SQLiteReadOnlyDatabaseException,1
11,2011-02-22 00:00:00,android.database.sqlite.SQLiteTableLockedException,1
11,2011-02-22 00:00:00,android.net.Uri.Builder,3
11,2011-02-22 00:00:00,android.text.format.Time,3
11,2011-02-22 00:00:00,android.view.Window,3
11,2011-02-22 00:00:00,android.os.Vibrator,3
11,2011-02-22 00:00:00,android.graphics.drawable.ColorDrawable,3
11,2011-02-22 00:00:00,android.view.animation.Interpolator,3
11,2011-02-22 00:00:00,android.app.DialogFragment,1
11,2011-02-22 00:00:00,android.database.sqlite.SQLiteDatabase,3
11,2011-02-22 00:00:00,android.view.inputmethod.BaseInputConnection,3
11,2011-02-22 00:00:00,android.view.ViewGroup,3
11,2011-02-22 00:00:00,android.util.Patterns,3
11,2011-02-22 00:00:00,android.app.ListFragment,1
11,2011-02-22 00:00:00,android.database.Cursor,3
11,2011-02-22 00:00:00,android.media.CamcorderProfile,3
11,2011-02-22 00:00:00,android.database.AbstractCursor,3
11,2011-02-22 00:00:00,android.view.View,3
11,2011-02-22 00:00:00,android.content.pm.PackageManager,3
11,2011-02-22 00:00:00,android.text.method.BaseKeyListener,3
11,2011-02-22 00:00:00,android.database.DefaultDatabaseErrorHandler,1
11,2011-02-22 00:00:00,android.bluetooth.BluetoothAssignedNumbers,1
11,2011-02-22 00:00:00,android.content.ClipData,1
11,2011-02-22 00:00:00,java.util.NavigableMap,3
11,2011-02-22 00:00:00,android.os.StrictMode.ThreadPolicy.Builder,3
11,2011-02-22 00:00:00,java.lang.Object,3
11,2011-02-22 00:00:00,android.util.MalformedJsonException,1
11,2011-02-22 00:00:00,android.view.View.OnDragListener,1
11,2011-02-22 00:00:00,android.speech.RecognizerIntent,3
11,2011-02-22 00:00:00,android.widget.StackView,1
11,2011-02-22 00:00:00,android.os.Bundle,3
11,2011-02-22 00:00:00,android.widget.SearchView.OnSuggestionListener,1
11,2011-02-22 00:00:00,android.database.sqlite.SQLiteBindOrColumnIndexOutOfRangeException,1
11,2011-02-22 00:00:00,android.graphics.drawable.DrawableContainer.DrawableContainerState,3
11,2011-02-22 00:00:00,android.graphics.drawable.DrawableContainer,3
11,2011-02-22 00:00:00,android.speech.tts.TextToSpeech.Engine,3
11,2011-02-22 00:00:00,android.database.sqlite.SQLiteProgram,3
11,2011-02-22 00:00:00,android.widget.QuickContactBadge,3
11,2011-02-22 00:00:00,android.view.inputmethod.InputMethodManager,3
11,2011-02-22 00:00:00,android.app.ActionBar.OnMenuVisibilityListener,1
11,2011-02-22 00:00:00,android.database.sqlite.SQLiteCantOpenDatabaseException,1
11,2011-02-22 00:00:00,android.accounts.AccountManager,3
11,2011-02-22 00:00:00,android.os.DropBoxManager,3
11,2011-02-22 00:00:00,android.app.FragmentManager.BackStackEntry,1
11,2011-02-22 00:00:00,android.app.Service,3
11,2011-02-22 00:00:00,android.graphics.SurfaceTexture.OnFrameAvailableListener,1
11,2011-02-22 00:00:00,android.media.MediaRecorder,3
11,2011-02-22 00:00:00,android.widget.SearchView,1
11,2011-02-22 00:00:00,android.provider.ContactsContract.Contacts.Entity,1
11,2011-02-22 00:00:00,android.accounts.AuthenticatorDescription,3
11,2011-02-22 00:00:00,android.os.Build.VERSION_CODES,3
11,2011-02-22 00:00:00,android.content.BroadcastReceiver.PendingResult,1
11,2011-02-22 00:00:00,android.bluetooth.BluetoothHeadset,1
11,2011-02-22 00:00:00,android.app.FragmentManager,1
11,2011-02-22 00:00:00,android.view.KeyCharacterMap.UnavailableException,1
11,2011-02-22 00:00:00,android.content.ContentProvider.PipeDataWriter,1
11,2011-02-22 00:00:00,android.widget.AbsListView.SelectionBoundsAdjuster,1
11,2011-02-22 00:00:00,android.text.SpannableStringBuilder,3
11,2011-02-22 00:00:00,android.util.AndroidException,3
11,2011-02-22 00:00:00,android.util.AndroidRuntimeException,3
11,2011-02-22 00:00:00,android.provider.MediaStore.Files.FileColumns,1
11,2011-02-22 00:00:00,android.provider.AlarmClock,3
11,2011-02-22 00:00:00,android.app.ActionBar.LayoutParams,1
11,2011-02-22 00:00:00,android.database.AbstractWindowedCursor,3
11,2011-02-22 00:00:00,android.provider.ContactsContract.Directory,1
11,2011-02-22 00:00:00,android.widget.AbsListView,3
11,2011-02-22 00:00:00,android.view.ActionMode,1
11,2011-02-22 00:00:00,android.content.Loader,1
11,2011-02-22 00:00:00,android.content.BroadcastReceiver,3
11,2011-02-22 00:00:00,android.app.SearchManager,3
11,2011-02-22 00:00:00,android.widget.OverScroller,3
11,2011-02-22 00:00:00,android.provider.ContactsContract.ContactNameColumns,1
11,2011-02-22 00:00:00,android.provider.ContactsContract.GroupsColumns,3
11,2011-02-22 00:00:00,android.webkit.WebViewFragment,1
11,2011-02-22 00:00:00,android.provider.Settings.Secure,3
11,2011-02-22 00:00:00,android.widget.RemoteViewsService,1
11,2011-02-22 00:00:00,android.media.MediaRecorder.AudioSource,3
11,2011-02-22 00:00:00,android.app.ActionBar,1
11,2011-02-22 00:00:00,android.provider.ContactsContract.FullNameStyle,1
11,2011-02-22 00:00:00,android.database.sqlite.SQLiteBlobTooBigException,1
11,2011-02-22 00:00:00,android.content.ContentValues,3
11,2011-02-22 00:00:00,android.view.SurfaceHolder,3
11,2011-02-22 00:00:00,android.provider.ContactsContract.Contacts,3
11,2011-02-22 00:00:00,android.app.DatePickerDialog,3
11,2011-02-22 00:00:00,android.text.method.QwertyKeyListener,3
11,2011-02-22 00:00:00,android.database.DatabaseUtils,3
11,2011-02-22 00:00:00,android.view.animation.Animation,3
11,2011-02-22 00:00:00,android.widget.NumberPicker,1
11,2011-02-22 00:00:00,android.view.Surface,3
11,2011-02-22 00:00:00,android.text.method.ArrowKeyMovementMethod,3
11,2011-02-22 00:00:00,android.R.id,3
11,2011-02-22 00:00:00,android.content.pm.ActivityInfo,3
11,2011-02-22 00:00:00,android.Manifest.permission,3
11,2011-02-22 00:00:00,android.app.WallpaperManager,3
11,2011-02-22 00:00:00,android.util.JsonToken,1
11,2011-02-22 00:00:00,android.bluetooth.BluetoothA2dp,1
11,2011-02-22 00:00:00,android.provider.ContactsContract,3
11,2011-02-22 00:00:00,android.webkit.WebStorage.Origin,1
11,2011-02-22 00:00:00,android.util.Base64DataException,1
11,2011-02-22 00:00:00,android.view.LayoutInflater,3
11,2011-02-22 00:00:00,android.app.admin.DeviceAdminReceiver,3
11,2011-02-22 00:00:00,android.widget.RemoteViewsService.RemoteViewsFactory,1
11,2011-02-22 00:00:00,android.webkit.WebViewClient,3
11,2011-02-22 00:00:00,android.view.KeyCharacterMap,3
11,2011-02-22 00:00:00,android.widget.CalendarView,1
11,2011-02-22 00:00:00,android.util.SparseArray,3
11,2011-02-22 00:00:00,android.app.AlertDialog,3
11,2011-02-22 00:00:00,android.content.ClipData.Item,1
11,2011-02-22 00:00:00,android.app.Notification,3
11,2011-02-22 00:00:00,android.content.ClipDescription,1
11,2011-02-22 00:00:00,android.provider.Settings,3
11,2011-02-22 00:00:00,android.inputmethodservice.InputMethodService.InputMethodImpl,3
11,2011-02-22 00:00:00,android.app.ActivityManager,3
11,2011-02-22 00:00:00,android.content.CursorLoader,1
11,2011-02-22 00:00:00,android.inputmethodservice.Keyboard,3
11,2011-02-22 00:00:00,android.content.ContentResolver,3
11,2011-02-22 00:00:00,android.media.ExifInterface,3
11,2011-02-22 00:00:00,android.webkit.WebView,3
12,2011-05-10 00:00:00,android.text.method.BaseMovementMethod,3
12,2011-05-10 00:00:00,android.net.TrafficStats,3
12,2011-05-10 00:00:00,android.graphics.Camera,3
12,2011-05-10 00:00:00,android.drm.DrmInfoEvent,3
12,2011-05-10 00:00:00,android.webkit.UrlInterceptHandler,2
12,2011-05-10 00:00:00,android.app.DownloadManager.Request,3
12,2011-05-10 00:00:00,android.util.Xml,3
12,2011-05-10 00:00:00,android.widget.RemoteViews,3
12,2011-05-10 00:00:00,android.util.DebugUtils,3
12,2011-05-10 00:00:00,android.view.MotionEvent,3
12,2011-05-10 00:00:00,android.os.Build.VERSION_CODES,3
12,2011-05-10 00:00:00,android.content.pm.ApplicationInfo,3
12,2011-05-10 00:00:00,android.os.ParcelFileDescriptor,3
12,2011-05-10 00:00:00,android.view.InputEvent,3
12,2011-05-10 00:00:00,android.app.Fragment,3
12,2011-05-10 00:00:00,android.webkit.WebView.PictureListener,3
12,2011-05-10 00:00:00,android.view.Window,3
12,2011-05-10 00:00:00,android.view.ViewPropertyAnimator,1
12,2011-05-10 00:00:00,android.drm.DrmEvent,3
12,2011-05-10 00:00:00,android.webkit.PluginData,2
12,2011-05-10 00:00:00,android.view.View.OnAttachStateChangeListener,1
12,2011-05-10 00:00:00,android.app.FragmentBreadCrumbs.OnBreadCrumbClickListener,1
12,2011-05-10 00:00:00,android.app.Dialog,3
12,2011-05-10 00:00:00,android.util.EventLog,3
12,2011-05-10 00:00:00,android.app.Activity,3
12,2011-05-10 00:00:00,android.appwidget.AppWidgetProviderInfo,3
12,2011-05-10 00:00:00,android.animation.ValueAnimator,3
12,2011-05-10 00:00:00,android.view.MotionEvent.PointerCoords,3
12,2011-05-10 00:00:00,android.provider.MediaStore,3
12,2011-05-10 00:00:00,android.webkit.WebSettings,3
12,2011-05-10 00:00:00,android.webkit.WebView,3
12,2011-05-10 00:00:00,android.view.Window.Callback,3
12,2011-05-10 00:00:00,android.webkit.WebViewClient,3
12,2011-05-10 00:00:00,android.content.Intent,3
12,2011-05-10 00:00:00,android.content.Context,3
12,2011-05-10 00:00:00,android.widget.DatePicker,3
12,2011-05-10 00:00:00,android.view.inputmethod.InputMethodSubtype,3
12,2011-05-10 00:00:00,android.view.animation.Animation,3
12,2011-05-10 00:00:00,android.view.ViewConfiguration,3
12,2011-05-10 00:00:00,android.webkit.UrlInterceptRegistry,2
12,2011-05-10 00:00:00,android.view.InputDevice.MotionRange,3
12,2011-05-10 00:00:00,android.app.SearchManager,3
12,2011-05-10 00:00:00,android.webkit.WebSettings.LayoutAlgorithm,3
12,2011-05-10 00:00:00,android.app.ActivityManager.RecentTaskInfo,3
12,2011-05-10 00:00:00,android.net.wifi.WifiManager,3
12,2011-05-10 00:00:00,android.text.method.MovementMethod,3
12,2011-05-10 00:00:00,android.util.StateSet,3
12,2011-05-10 00:00:00,android.view.InputDevice,3
12,2011-05-10 00:00:00,android.provider.Browser,3
12,2011-05-10 00:00:00,android.text.format.Formatter,3
12,2011-05-10 00:00:00,android.webkit.CookieManager,3
12,2011-05-10 00:00:00,android.view.View.OnGenericMotionListener,1
12,2011-05-10 00:00:00,android.view.View,3
12,2011-05-10 00:00:00,android.content.pm.PackageManager,3
12,2011-05-10 00:00:00,android.app.DialogFragment,3
12,2011-05-10 00:00:00,android.app.DownloadManager,3
12,2011-05-10 00:00:00,android.drm.DrmManagerClient.OnEventListener,3
12,2011-05-10 00:00:00,android.net.sip.SipProfile,3
12,2011-05-10 00:00:00,android.util.TimeUtils,3
12,2011-05-10 00:00:00,android.net.sip.SipProfile.Builder,3
12,2011-05-10 00:00:00,android.webkit.WebHistoryItem,3
12,2011-05-10 00:00:00,android.drm.DrmErrorEvent,3
12,2011-05-10 00:00:00,android.webkit.Plugin,2
12,2011-05-10 00:00:00,android.os.Bundle,3
12,2011-05-10 00:00:00,android.net.http.SslCertificate,3
12,2011-05-10 00:00:00,android.app.FragmentBreadCrumbs,3
12,2011-05-10 00:00:00,android.util.LruCache,1
12,2011-05-10 00:00:00,android.webkit.Plugin.PreferencesClickHandler,2
12,2011-05-10 00:00:00,android.R.attr,3
12,2011-05-10 00:00:00,android.app.ActivityManager,3
12,2011-05-10 00:00:00,android.util.Config,3
12,2011-05-10 00:00:00,android.text.SpannableStringBuilder,3
12,2011-05-10 00:00:00,android.webkit.PluginList,2
12,2011-05-10 00:00:00,android.view.KeyEvent,3
12,2011-05-10 00:00:00,android.graphics.Bitmap,3
12,2011-05-10 00:00:00,android.hardware.Camera,3
13,2011-07-15 00:00:00,android.util.DisplayMetrics,3
13,2011-07-15 00:00:00,android.app.KeyguardManager.KeyguardLock,3
13,2011-07-15 00:00:00,android.os.Build.VERSION_CODES,3
13,2011-07-15 00:00:00,android.content.pm.ApplicationInfo,3
13,2011-07-15 00:00:00,android.os.ParcelFileDescriptor,3
13,2011-07-15 00:00:00,android.app.Fragment,3
13,2011-07-15 00:00:00,android.os.Parcelable.ClassLoaderCreator,1
13,2011-07-15 00:00:00,android.app.Fragment.SavedState,1
13,2011-07-15 00:00:00,android.app.ActivityGroup,3
13,2011-07-15 00:00:00,android.view.KeyEvent,3
13,2011-07-15 00:00:00,android.app.Activity,3
13,2011-07-15 00:00:00,android.os.IBinder,3
13,2011-07-15 00:00:00,android.app.KeyguardManager,3
13,2011-07-15 00:00:00,android.app.LocalActivityManager,3
13,2011-07-15 00:00:00,android.os.Binder,3
13,2011-07-15 00:00:00,android.telephony.TelephonyManager,3
13,2011-07-15 00:00:00,android.content.res.Configuration,3
13,2011-07-15 00:00:00,android.content.pm.ActivityInfo,3
13,2011-07-15 00:00:00,android.Manifest.permission,3
13,2011-07-15 00:00:00,android.app.FragmentTransaction,3
13,2011-07-15 00:00:00,android.content.pm.PackageManager,3
13,2011-07-15 00:00:00,android.os.PowerManager,3
13,2011-07-15 00:00:00,android.app.TabActivity,3
13,2011-07-15 00:00:00,android.view.Display,3
13,2011-07-15 00:00:00,android.R.style,3
13,2011-07-15 00:00:00,android.hardware.usb.UsbDeviceConnection,3
13,2011-07-15 00:00:00,android.app.FragmentManager,3
13,2011-07-15 00:00:00,android.graphics.Point,3
13,2011-07-15 00:00:00,android.net.ConnectivityManager,3
13,2011-07-15 00:00:00,android.R.attr,3
13,2011-07-15 00:00:00,android.graphics.PointF,3
14,2011-10-18 00:00:00,android.provider.ContactsContract.StatusUpdates,3
14,2011-10-18 00:00:00,android.os.Debug.MemoryInfo,3
14,2011-10-18 00:00:00,android.widget.ExpandableListView,3
14,2011-10-18 00:00:00,android.util.SparseBooleanArray,3
14,2011-10-18 00:00:00,android.view.accessibility.AccessibilityEvent,3
14,2011-10-18 00:00:00,android.widget.RemoteViews,3
14,2011-10-18 00:00:00,android.provider.ContactsContract.CommonDataKinds.Photo,3
14,2011-10-18 00:00:00,android.view.CollapsibleActionView,1
14,2011-10-18 00:00:00,android.app.FragmentManager.BackStackEntry,3
14,2011-10-18 00:00:00,android.provider.ContactsContract.Contacts.Photo,3
14,2011-10-18 00:00:00,android.content.pm.ApplicationInfo,3
14,2011-10-18 00:00:00,android.content.IntentSender,3
14,2011-10-18 00:00:00,android.service.wallpaper.WallpaperService.Engine,3
14,2011-10-18 00:00:00,android.content.ContentProvider,3
14,2011-10-18 00:00:00,android.provider.CalendarContract,1
14,2011-10-18 00:00:00,android.view.View.OnHoverListener,1
14,2011-10-18 00:00:00,android.widget.TextView,3
14,2011-10-18 00:00:00,android.view.accessibility.AccessibilityManager,3
